Study Time (hours/week),Exam Score (%)
8.116262258099887,62.89804569341258
19.063571821788408,94.05970851249747
14.907884894416696,84.9665183812428
12.374511199743695,86.22188913045382
3.964354168406294,61.62897686885804
3.96389588638785,51.09453893915595
2.1035886311957896,56.879391424963444
17.457346769723767,91.71795552222784
12.421185223120967,77.66835305627262
14.453378978124864,89.1918288895165
1.3911053916202465,58.63276109153037
19.428287191077892,103.22711857327572
16.816410175208013,87.84493782190684
5.034443102887247,61.040045877962044
4.4546743769349115,62.7930030993551
4.484685687215243,66.0894398536499
6.780602616231217,64.55563535135158
10.97037220101252,76.49763561921222
9.206955354200199,67.48571351547035
6.533353663762797,60.352351039003636
12.62520499972521,85.62564161128402
3.6503833523887947,65.9071585238261
6.550748322169145,66.0168201975212
7.960875022580142,74.91985204591047
9.665329700123683,75.97150437554738
15.918343266467259,86.57025939314252
4.793801861008835,63.79148268006416
10.770454329858621,84.6163186569764
12.255876808378806,80.46056182539726
1.8825578416799567,62.52961288326993
12.54335218612733,68.2596549448696
4.239958350058539,64.70940839702246
2.235980266720311,56.02518600799163
19.02882520781333,96.07702626720398
19.347008628416628,98.8263254537191
16.35954961421276,80.96102946252743
6.787661614294043,65.87079459654754
2.8557701661212933,58.92498827286197
14.00042750373098,92.39053898303503
9.362897381052425,70.81589236126283
3.3187264620507975,54.25434814066105
10.408361292114133,73.51211801236266
1.6533819011891495,58.71046534148324
18.27708763949686,97.33647464704057
5.916819650400321,62.14324810716561
13.587923402725657,86.53614567238093
6.9225104456988085,67.79166386098723
10.881292402378406,82.04645595861045
11.387495307522313,74.95847279941901
4.512234654985013,59.64227590447369
19.422107927526614,96.59472905315573
15.727523643861176,82.00123436899234
18.850479889719594,98.60680110962187
18.001719658125328,96.30957550621277
12.360099597410617,80.92581627673886
18.51561046543922,95.11609049672232
2.6813575389864703,49.6265401372141
4.723674385963759,59.7059593510826
1.8593184893002233,52.93472364061671
7.181276284502022,63.94180436514695
