Date,Transaction_Volume
2024-01-01,52.483570765056164
2024-01-02,50.69593686700363
2024-01-03,56.00337334442378
2024-01-04,61.73865120021708
2024-01-05,54.282832172254736
2024-01-06,55.575375523443874
2024-01-07,65.88806746113747
2024-01-08,63.02006494564784
2024-01-09,57.96322388262257
2024-01-10,64.08025796530154
2024-01-11,60.02925540026577
2024-01-12,60.91205104414677
2024-01-13,65.25441014591595
2024-01-14,55.18638431624136
2024-01-15,56.73612621474651
2024-01-16,63.053150269849866
2024-01-17,61.19721968627899
2024-01-18,68.12008128451478
2024-01-19,62.18545424084985
2024-01-20,59.729447598435065
2024-01-21,74.0734903255322
2024-01-22,65.46058652768751
2024-01-23,66.6631411330509
2024-01-24,58.832274339892784
2024-01-25,62.76255579682816
2024-01-26,65.46968910614149
2024-01-27,58.497807616342676
2024-01-28,65.38168730791669
2024-01-29,59.66942555129178
2024-01-30,60.30945115416253
2024-01-31,57.78799617806224
2024-02-01,69.02776236370093
2024-02-02,58.61832110235543
2024-02-03,52.2750168815605
2024-02-04,60.521433202592334
2024-02-05,49.12628684645456
2024-02-06,55.08273866733282
2024-02-07,43.0436676649266
2024-02-08,45.009962538820766
2024-02-09,51.45890610400741
2024-02-10,53.01491822674738
2024-02-11,49.06095577307033
2024-02-12,46.5499619845146
2024-02-13,44.59803432377815
2024-02-14,37.74587246288966
2024-02-15,40.64164870401461
2024-02-16,41.11489764761251
2024-02-17,47.96257995396989
2024-02-18,43.741808086192066
2024-02-19,32.64869675566317
2024-02-20,42.62280029212793
2024-02-21,38.717893123621394
2024-02-22,37.00543840244775
2024-02-23,43.303586551743585
2024-02-24,45.365560423595916
2024-02-25,44.94349215684031
2024-02-26,36.27884845863959
2024-02-27,39.2273527849855
2024-02-28,42.83734145607129
2024-02-29,46.57317739925546
2024-03-01,39.9177196415954
2024-03-02,42.103270438949835
2024-03-03,38.31308301511227
2024-03-04,38.76681115073112
2024-03-05,49.79746197546672
2024-03-06,53.58030930143211
2024-03-07,47.573434263764824
2024-03-08,54.147915792001626
2024-03-09,52.18941668982393
2024-03-10,48.45226747954494
2024-03-11,54.81820512626741
2024-03-12,62.06231597683999
2024-03-13,55.572063741284865
2024-03-14,64.96210252150684
2024-03-15,45.426889242416365
2024-03-16,64.01131584695388
2024-03-17,61.693181360334535
2024-03-18,61.089651002591424
2024-03-19,64.3316955965789
2024-03-20,55.17586260761325
2024-03-21,65.20027581084048
2024-03-22,69.2051547806346
2024-03-23,75.85843834570953
2024-03-24,66.84833508848989
2024-03-25,66.28278437038095
2024-03-26,68.61101997147651
2024-03-27,76.39516931459877
2024-03-28,74.05959685561803
2024-03-29,70.26032760413892
2024-03-30,75.86140855511778
2024-03-31,74.05690499227967
2024-04-01,78.58035168313612
2024-04-02,70.28111775964132
2024-04-03,72.09628607338176
2024-04-04,71.60736114056945
2024-04-05,65.97567418817782
2024-04-06,74.39399113655027
2024-04-07,73.73713365829558
2024-04-08,71.87850659322471
2024-04-09,70.00871085149284
2024-04-10,63.3468217286593
2024-04-11,67.4821394706863
2024-04-12,66.96008231381487
2024-04-13,63.6846369024026
2024-04-14,65.85401334723475
2024-04-15,67.59556613295688
2024-04-16,73.88033141362587
2024-04-17,64.16467272326126
2024-04-18,63.399516035862625
2024-04-19,60.54658688359996
2024-04-20,50.128653985886274
2024-04-21,58.39986970304938
2024-04-22,57.659302472558494
2024-04-23,68.52528838433966
2024-04-24,54.132656997198126
2024-04-25,55.531027863763605
2024-04-26,52.83067216148533
2024-04-27,46.20216953523886
2024-04-28,56.86922136848553
2024-04-29,54.09986244070141
2024-04-30,53.562752128088746
2024-05-01,44.416507063926325
2024-05-02,55.427219661946154
2024-05-03,40.9525458870341
2024-05-04,50.547453476758434
2024-05-05,58.32292776003805
2024-05-06,42.284077755972646
2024-05-07,44.38171547136582
2024-05-08,47.799128406503655
2024-05-09,44.98244551950102
2024-05-10,40.05597944062009
2024-05-11,48.570520221370984
2024-05-12,43.441138087831995
2024-05-13,51.7489283206661
2024-05-14,45.51156102593412
2024-05-15,58.68078709672501
2024-05-16,47.92660548136923
2024-05-17,51.22758924419935
2024-05-18,57.977101640248975
2024-05-19,48.8961637507309
2024-05-20,57.39034818242199
2024-05-21,64.0447039328708
2024-05-22,50.77228291498039
2024-05-23,61.06940102916021
2024-05-24,62.80879257295169
2024-05-25,66.79884695345416
2024-05-26,58.09300532674719
2024-05-27,59.0615826032362
2024-05-28,69.64818324274049
2024-05-29,69.87701929644136
2024-05-30,70.96785510166316
2024-05-31,72.73148999164471
2024-06-01,68.83472815313358
2024-06-02,74.57500757981677
2024-06-03,75.99323415675929
2024-06-04,71.99793434285039
2024-06-05,85.86104901053223
2024-06-06,79.77805887026311
2024-06-07,72.2375315222399
2024-06-08,82.16529262906504
2024-06-09,74.59651429350612
2024-06-10,83.8880182450044
2024-06-11,86.12064974577571
2024-06-12,76.48966923455306
2024-06-13,85.56444527615966
2024-06-14,82.85459387763032
2024-06-15,84.83314817318482
2024-06-16,90.02922045296549
2024-06-17,79.03300446104825
2024-06-18,76.10106605360406
2024-06-19,74.93069857482143
2024-06-20,74.71082672322916
2024-06-21,77.72414167192494
2024-06-22,79.04910966042837
2024-06-23,77.88083269644007
2024-06-24,79.71464652620313
2024-06-25,74.65994686497227
2024-06-26,80.82168696484814
2024-06-27,71.14112425667287
2024-06-28,84.93576084428484
2024-06-29,73.30297126433032
2024-06-30,64.70710592641733
2024-07-01,62.44471613385258
2024-07-02,69.0154263090613
2024-07-03,64.29682938065999
2024-07-04,67.81195768665334
2024-07-05,65.46210322717867
2024-07-06,61.621099431476345
2024-07-07,56.684931742142965
2024-07-08,52.33127735365674
2024-07-09,56.72074487844147
2024-07-10,62.35209470467518
2024-07-11,58.333595328715475
2024-07-12,50.31040717991924
2024-07-13,56.77001676095172
2024-07-14,57.290173679357075
2024-07-15,50.50296354329454
2024-07-16,55.35271881827483
2024-07-17,54.6433813974828
2024-07-18,48.51456619287539
2024-07-19,56.00589513851094
2024-07-20,57.11968776245331
2024-07-21,59.941073604838536
2024-07-22,60.11527881515684
2024-07-23,48.387105634613775
2024-07-24,51.1217705653958
2024-07-25,59.02451251483161
2024-07-26,59.755676575639974
2024-07-27,60.59360447726098
2024-07-28,78.20239025884915
2024-07-29,62.796179748468944
2024-07-30,66.69844408481866
2024-07-31,66.9381109231892
2024-08-01,66.6333360847998
2024-08-02,63.06084548233282
2024-08-03,69.73673648232162
2024-08-04,63.4173766069163
2024-08-05,67.46270320197928
2024-08-06,67.60153028312968
2024-08-07,71.82598501001138
2024-08-08,84.37529436691607
2024-08-09,64.83861152029048
2024-08-10,78.95724335139919
2024-08-11,68.78211997896396
2024-08-12,75.76546399685287
2024-08-13,84.80018182371971
2024-08-14,80.84959509010618
2024-08-15,76.24670419393532
2024-08-16,79.09310236506711
2024-08-17,87.02179727649916
2024-08-18,80.83978679593521
2024-08-19,86.34961839064492
2024-08-20,86.17373825034497
2024-08-21,83.26495434711227
2024-08-22,97.71470565701286
2024-08-23,90.52877007467457
2024-08-24,77.48782154201353
2024-08-25,88.68915982862175
2024-08-26,84.47995258788217
2024-08-27,91.97216644153968
2024-08-28,83.55892763394239
2024-08-29,86.65190942623404
2024-08-30,89.35002699367263
2024-08-31,90.65249036095051
2024-09-01,79.7244160342533
2024-09-02,83.3642864876863
